"","scr_inner_iterations[[""Control""]][[""gamma""]]"
"ASV_3978",0
"ASV_3979",0
"ASV_3980",0
"ASV_3981",0
"ASV_3982",0
"ASV_3983",0.000235461491346953
"ASV_3984",0
"ASV_3985",0.000235461491346953
"ASV_3986",0
"ASV_3987",0
"ASV_3988",0
"ASV_3989",0
"ASV_3990",0.000235461491346953
"ASV_3991",0
"ASV_3992",0
"ASV_3993",0
"ASV_3994",0.000235461491346953
"ASV_3995",0
"ASV_3996",0
"ASV_3997",0
"ASV_3998",0
"ASV_3999",0.000235461491346953
"ASV_4000",0
"ASV_4001",0
"ASV_4002",0
"ASV_4003",0
"ASV_4004",0.000235461491346953
"ASV_4005",0.000235461491346953
"ASV_4006",0.000235461491346953
"ASV_4007",0
"ASV_4008",0
"ASV_4009",0
"ASV_4010",0
"ASV_4011",0
"ASV_4012",0.000235461491346953
"ASV_4013",0.00019321842338208
"ASV_4014",0
"ASV_4015",0.000235461491346953
"ASV_4016",0.000235461491346953
"ASV_4017",0
"ASV_4018",0.000235461491346953
"ASV_4019",0.000235461491346953
"ASV_4020",0.000235461491346953
"ASV_4021",0
"ASV_4022",0.000235461491346953
"ASV_4023",0
"ASV_4024",0
"ASV_4025",0
"ASV_4026",0.000235461491346953
"ASV_4027",0.000214055901224502
"ASV_4028",0
"ASV_4029",0
"ASV_4030",0
"ASV_4031",0
"ASV_4032",0
"ASV_4033",0
"ASV_4034",0
"ASV_4035",0
"ASV_4036",0
"ASV_4037",0
"ASV_4038",0.000214055901224502
"ASV_4039",0
"ASV_4040",0
"ASV_4041",0
"ASV_4042",0
"ASV_4043",0
"ASV_4044",0
"ASV_4045",0
"ASV_4046",0
"ASV_4047",0
"ASV_4048",0
"ASV_4049",0
"ASV_4050",0
"ASV_4051",0
"ASV_4052",0.000214055901224502
"ASV_4053",0
"ASV_4054",0
"ASV_4055",0
"ASV_4056",0.000214055901224502
"ASV_4057",0.000214055901224502
"ASV_4058",0
"ASV_4059",0
"ASV_4060",0.000214055901224502
"ASV_4061",0
"ASV_4062",0.000214055901224502
"ASV_4063",0.000214055901224502
"ASV_4064",0
"ASV_4065",0.000214055901224502
"ASV_4066",0
"ASV_4067",0
"ASV_4068",0
"ASV_4069",0
"ASV_4070",0
"ASV_4071",0
"ASV_4072",0
"ASV_4073",0
"ASV_4074",0
"ASV_4075",0
"ASV_4076",0
"ASV_4077",0
"ASV_4078",0
"ASV_4079",0
"ASV_4080",0
"ASV_4081",0.000214055901224502
"ASV_4082",0.000131777659715626
"ASV_4083",0.000214055901224502
"ASV_4084",0
"ASV_4085",0
"ASV_4086",0
"ASV_4087",0.000214055901224502
"ASV_4088",0
"ASV_4089",0
"ASV_4090",0
"ASV_4091",0
"ASV_4092",0
"ASV_4093",0
"ASV_4094",0
"ASV_4095",0
"ASV_4096",0
"ASV_4097",0
"ASV_4098",0.000214055901224502
"ASV_4099",0.000214055901224502
"ASV_4100",0.000214055901224502
"ASV_4101",0
"ASV_4102",0
"ASV_4103",0
"ASV_4104",0
"ASV_4105",0
"ASV_4106",0
"ASV_4107",0.000214055901224502
"ASV_4108",0.000214055901224502
"ASV_4109",0
"ASV_4110",0
"ASV_4111",0
"ASV_4112",0
"ASV_4113",0
"ASV_4114",0.000214055901224502
"ASV_4115",0
"ASV_4116",0.000214055901224502
"ASV_4117",0.000214055901224502
"ASV_4118",0
"ASV_4119",0
"ASV_4120",0
"ASV_4121",0
"ASV_4122",0
"ASV_4123",0
"ASV_4124",4.32529497458893e-05
"ASV_4125",0
"ASV_4126",0
"ASV_4127",0.000192650311102052
"ASV_4128",0
"ASV_4129",0
"ASV_4130",0.000192650311102052
"ASV_4131",0
"ASV_4132",0.000192650311102052
"ASV_4133",0
"ASV_4134",0
"ASV_4135",0
"ASV_4136",0
"ASV_4137",0
"ASV_4138",0
"ASV_4139",0
"ASV_4140",0.000192650311102052
"ASV_4141",0
"ASV_4142",0.000192650311102052
"ASV_4143",0
"ASV_4144",0.000192650311102052
"ASV_4145",0
"ASV_4146",0
"ASV_4147",0.000192650311102052
"ASV_4148",0
"ASV_4149",0
"ASV_4150",0.000192650311102052
"ASV_4151",0
"ASV_4152",0.000192650311102052
"ASV_4153",0
"ASV_4154",0.000128727056839809
"ASV_4155",0.000192650311102052
"ASV_4156",0
"ASV_4157",0
"ASV_4158",0
"ASV_4159",0
"ASV_4160",0
"ASV_4161",0.000192650311102052
"ASV_4162",0
"ASV_4163",0.000192650311102052
"ASV_4164",0.000192650311102052
"ASV_4165",0.000192650311102052
"ASV_4166",0.000192650311102052
"ASV_4167",0
"ASV_4168",0.000192650311102052
"ASV_4169",0
"ASV_4170",0
"ASV_4171",0
"ASV_4172",0
"ASV_4173",0
"ASV_4174",0.000192650311102052
"ASV_4175",4.28539372454898e-05
"ASV_4176",0
"ASV_4177",0
"ASV_4178",0
"ASV_4179",0.000192650311102052
"ASV_4180",0
"ASV_4181",0
"ASV_4182",0.000192650311102052
"ASV_4183",0
"ASV_4184",0
"ASV_4185",0
"ASV_4186",0
"ASV_4187",0
"ASV_4188",0.000192650311102052
"ASV_4189",0.000192650311102052
"ASV_4190",0
"ASV_4191",0
"ASV_4192",0
"ASV_4193",0.000192650311102052
"ASV_4194",0
"ASV_4195",0
"ASV_4196",0
"ASV_4197",0
"ASV_4198",0
"ASV_4199",0
"ASV_4200",0
"ASV_4201",0
"ASV_4202",0.000192650311102052
"ASV_4203",0
"ASV_4204",0
"ASV_4205",0
"ASV_4206",0
"ASV_4207",0.000192650311102052
"ASV_4208",0.000192650311102052
"ASV_4209",0
"ASV_4210",0
"ASV_4211",0
"ASV_4212",0
"ASV_4213",0
"ASV_4214",0.000192650311102052
"ASV_4215",0
"ASV_4216",0
"ASV_4217",0.000192650311102052
"ASV_4218",0.000192650311102052
"ASV_4219",0
"ASV_4220",0.000192650311102052
"ASV_4221",0.000192650311102052
"ASV_4222",0
"ASV_4223",0
"ASV_4224",0
"ASV_4225",0
"ASV_4226",0
"ASV_4227",0.000192650311102052
"ASV_4228",0
"ASV_4229",0
"ASV_4230",0
"ASV_4231",0
"ASV_4232",0
"ASV_4233",0
"ASV_4234",0
"ASV_4235",0.000171244720979602
"ASV_4236",0
"ASV_4237",0
"ASV_4238",0
"ASV_4239",0
"ASV_4240",0
"ASV_4241",0
"ASV_4242",0.000171244720979602
"ASV_4243",0
"ASV_4244",0
"ASV_4245",0
"ASV_4246",0
"ASV_4247",0
"ASV_4248",0.000171244720979602
"ASV_4249",0.000171244720979602
"ASV_4250",0
"ASV_4251",0.000171244720979602
"ASV_4252",0.000171244720979602
"ASV_4253",0
"ASV_4254",0
"ASV_4255",0
"ASV_4256",0
"ASV_4257",0
"ASV_4258",0
"ASV_4259",0
"ASV_4260",0
"ASV_4261",0.000171244720979602
"ASV_4262",0
"ASV_4263",0.000171244720979602
"ASV_4264",0
"ASV_4265",0
"ASV_4266",0
"ASV_4267",0.000171244720979602
"ASV_4268",0
"ASV_4269",0
"ASV_4270",0
"ASV_4271",0.000171244720979602
"ASV_4272",0.000171244720979602
"ASV_4273",0.000171244720979602
"ASV_4274",0
"ASV_4275",0
"ASV_4276",0
"ASV_4277",0
"ASV_4278",0.000171244720979602
"ASV_4279",0.000171244720979602
"ASV_4280",0.000171244720979602
"ASV_4281",0.000171244720979602
"ASV_4282",0.000171244720979602
"ASV_4283",0
"ASV_4284",0.000171244720979602
"ASV_4285",0.000171244720979602
"ASV_4286",0.000171244720979602
"ASV_4287",0
"ASV_4288",0.000171244720979602
"ASV_4289",0.000171244720979602
"ASV_4290",0
"ASV_4291",0
"ASV_4292",0
"ASV_4293",0
"ASV_4294",0.000171244720979602
"ASV_4295",0.000171244720979602
"ASV_4296",0
"ASV_4297",0
"ASV_4298",0
"ASV_4299",0
"ASV_4300",0.000171244720979602
"ASV_4301",0
"ASV_4302",0
"ASV_4303",0.000171244720979602
"ASV_4304",0
"ASV_4305",0
"ASV_4306",0.000171244720979602
"ASV_4307",0
"ASV_4308",0.000171244720979602
"ASV_4309",0
"ASV_4310",0
"ASV_4311",0
"ASV_4312",0.000171244720979602
"ASV_4313",0.000171244720979602
"ASV_4314",0.000171244720979602
"ASV_4315",0
"ASV_4316",0
"ASV_4317",0
"ASV_4318",0
"ASV_4319",0
"ASV_4320",0
"ASV_4321",0.000171244720979602
"ASV_4322",0.000171244720979602
"ASV_4323",0
"ASV_4324",0.000171244720979602
"ASV_4325",0
"ASV_4326",0.000171244720979602
"ASV_4327",0
"ASV_4328",0.000171244720979602
"ASV_4329",0
"ASV_4330",0
"ASV_4331",0
"ASV_4332",0
"ASV_4333",0.000171244720979602
"ASV_4334",0
"ASV_4335",0
"ASV_4336",0
"ASV_4337",0
"ASV_4338",0
"ASV_4339",0
"ASV_4340",0.000171244720979602
"ASV_4341",0.000171244720979602
"ASV_4342",0.000171244720979602
"ASV_4343",0
"ASV_4344",0
"ASV_4345",0
"ASV_4346",0
"ASV_4347",0
"ASV_4348",0
"ASV_4349",0.000171244720979602
"ASV_4350",0.000171244720979602
"ASV_4351",0
"ASV_4352",0
"ASV_4353",0
"ASV_4354",0
"ASV_4355",0
"ASV_4356",0
"ASV_4357",0
"ASV_4358",0
"ASV_4359",0
"ASV_4360",0
"ASV_4361",0
"ASV_4362",0
"ASV_4363",0.000171244720979602
"ASV_4364",0
"ASV_4365",0
"ASV_4366",0.000171244720979602
"ASV_4367",0.000171244720979602
"ASV_4368",0
"ASV_4369",0.000171244720979602
"ASV_4370",0.000171244720979602
"ASV_4371",0
"ASV_4372",0.000171244720979602
"ASV_4373",0
"ASV_4374",0
"ASV_4375",0.000149839130857152
"ASV_4376",0.000149839130857152
"ASV_4377",0.000149839130857152
"ASV_4378",0
"ASV_4379",0
"ASV_4380",0.000149839130857152
"ASV_4381",0
"ASV_4382",0
"ASV_4383",0
"ASV_4384",0.000149839130857152
"ASV_4385",0.000149839130857152
"ASV_4386",0.000149839130857152
"ASV_4387",0
"ASV_4388",0.000149839130857152
"ASV_4389",0.000149839130857152
"ASV_4390",0
"ASV_4391",0
"ASV_4392",0
"ASV_4393",0.000149839130857152
"ASV_4394",0
"ASV_4395",0.000149839130857152
"ASV_4396",0
"ASV_4397",0
"ASV_4398",0.000149839130857152
"ASV_4399",0.000149839130857152
"ASV_4400",0
"ASV_4401",0
"ASV_4402",0.000149839130857152
"ASV_4403",0
"ASV_4404",0
"ASV_4405",0
"ASV_4406",0
"ASV_4407",0
"ASV_4408",0
"ASV_4409",0.000149839130857152
"ASV_4410",0
"ASV_4411",0
"ASV_4412",0.000149839130857152
"ASV_4413",0
"ASV_4414",0
"ASV_4415",0
"ASV_4416",0
"ASV_4417",0
"ASV_4418",0
"ASV_4419",0
"ASV_4420",0
"ASV_4421",0
"ASV_4422",0
"ASV_4423",0
"ASV_4424",0.000149839130857152
"ASV_4425",0.000149839130857152
"ASV_4426",0
"ASV_4427",0.000149839130857152
"ASV_4428",0
"ASV_4429",0
"ASV_4430",0
"ASV_4431",0
"ASV_4432",0
"ASV_4433",0
"ASV_4434",0.000149839130857152
"ASV_4435",0.000149839130857152
"ASV_4436",0
"ASV_4437",0
"ASV_4438",0
"ASV_4439",0
"ASV_4440",0
"ASV_4441",0.000149839130857152
"ASV_4442",0
"ASV_4443",0
"ASV_4444",0.000149839130857152
"ASV_4445",0.000149839130857152
"ASV_4446",0
"ASV_4447",0.000149839130857152
"ASV_4448",0.000149839130857152
"ASV_4449",0
"ASV_4450",0.000149839130857152
"ASV_4451",0
"ASV_4452",4.36399548576015e-05
"ASV_4453",0
"ASV_4454",0
"ASV_4455",0.000149839130857152
"ASV_4456",0.000149839130857152
"ASV_4457",0.000149839130857152
"ASV_4458",0.000149839130857152
"ASV_4459",0.000149839130857152
"ASV_4460",0.000149839130857152
"ASV_4461",0
"ASV_4462",0
"ASV_4463",0
"ASV_4464",0
"ASV_4465",0.000149839130857152
"ASV_4466",0
"ASV_4467",0.000149839130857152
"ASV_4468",0.000149839130857152
"ASV_4469",0
"ASV_4470",0.000149839130857152
"ASV_4471",0
"ASV_4472",0.000149839130857152
"ASV_4473",0.000149839130857152
"ASV_4474",0
"ASV_4475",0
"ASV_4476",0
"ASV_4477",0.000149839130857152
"ASV_4478",0.000149839130857152
"ASV_4479",0.000149839130857152
"ASV_4480",0.000149839130857152
"ASV_4481",0.000149839130857152
"ASV_4482",0.000149839130857152
"ASV_4483",0.000149839130857152
"ASV_4484",0
"ASV_4485",0.000149839130857152
"ASV_4486",0.000149839130857152
"ASV_4487",0
"ASV_4488",0
"ASV_4489",0
"ASV_4490",0
"ASV_4491",0.000149839130857152
"ASV_4492",0
"ASV_4493",0.000128433540734701
"ASV_4494",0
"ASV_4495",0
"ASV_4496",0
"ASV_4497",0
"ASV_4498",0
"ASV_4499",0.000128433540734701
"ASV_4500",0
"ASV_4501",0
"ASV_4502",0
"ASV_4503",0.000128433540734701
"ASV_4504",0
"ASV_4505",0
"ASV_4506",8.56315979932848e-05
"ASV_4507",0
"ASV_4508",0
"ASV_4509",0
"ASV_4510",0
"ASV_4511",0.000128433540734701
"ASV_4512",0
"ASV_4513",0
"ASV_4514",0.000128433540734701
"ASV_4515",0
"ASV_4516",0.000128433540734701
"ASV_4517",0.000128433540734701
"ASV_4518",0
"ASV_4519",0
"ASV_4520",0.000128433540734701
"ASV_4521",4.28868441290754e-05
"ASV_4522",0
"ASV_4523",0
"ASV_4524",0
"ASV_4525",0
"ASV_4526",0
"ASV_4527",0
"ASV_4528",0
"ASV_4529",0.000128433540734701
"ASV_4530",0.000128433540734701
"ASV_4531",0
"ASV_4532",0
"ASV_4533",0
"ASV_4534",0
"ASV_4535",0
"ASV_4536",0
"ASV_4537",0
"ASV_4538",0.000128433540734701
"ASV_4539",0
"ASV_4540",0
"ASV_4541",0
"ASV_4542",0
"ASV_4543",0
"ASV_4544",0
"ASV_4545",0
"ASV_4546",0
"ASV_4547",0
"ASV_4548",0.000128433540734701
"ASV_4549",0.000128433540734701
"ASV_4550",0.000128433540734701
"ASV_4551",0.000128433540734701
"ASV_4552",0.000128433540734701
"ASV_4553",0.000128433540734701
"ASV_4554",0
"ASV_4555",0.000128433540734701
"ASV_4556",0.000128433540734701
"ASV_4557",0
"ASV_4558",0.000128433540734701
"ASV_4559",0
"ASV_4560",0.000128433540734701
"ASV_4561",0.000128433540734701
"ASV_4562",0
"ASV_4563",0.000128433540734701
"ASV_4564",0.000128433540734701
"ASV_4565",0.000128433540734701
"ASV_4566",0.000128433540734701
"ASV_4567",0
"ASV_4568",0.000128433540734701
"ASV_4569",0
"ASV_4570",0
"ASV_4571",0
"ASV_4572",0
"ASV_4573",0
"ASV_4574",0.000128433540734701
"ASV_4575",0.000128433540734701
"ASV_4576",0
"ASV_4577",0.000128433540734701
"ASV_4578",0
"ASV_4579",0
"ASV_4580",0.000128433540734701
"ASV_4581",0
"ASV_4582",0
"ASV_4583",0.000128433540734701
"ASV_4584",0
"ASV_4585",0
"ASV_4586",0.000128433540734701
"ASV_4587",0
"ASV_4588",0
"ASV_4589",0.000128433540734701
"ASV_4590",0.000128433540734701
"ASV_4591",0.000128433540734701
"ASV_4592",0.000128433540734701
"ASV_4593",0.000128433540734701
"ASV_4594",0
"ASV_4595",0.000128433540734701
"ASV_4596",0
"ASV_4597",0
"ASV_4598",0
"ASV_4599",0
"ASV_4600",0
"ASV_4601",0
"ASV_4602",0
"ASV_4603",0
"ASV_4604",0
"ASV_4605",0.000128433540734701
"ASV_4606",0
"ASV_4607",0.000128433540734701
"ASV_4608",0.000128433540734701
"ASV_4609",0.000128433540734701
"ASV_4610",0.000128433540734701
"ASV_4611",0
"ASV_4612",0
"ASV_4613",0.000128433540734701
"ASV_4614",0
"ASV_4615",0
"ASV_4616",0
"ASV_4617",0
"ASV_4618",0.000128433540734701
"ASV_4619",0.000128433540734701
"ASV_4620",0.000128433540734701
"ASV_4621",0.000128433540734701
"ASV_4622",0
"ASV_4623",0.000128433540734701
"ASV_4624",0
"ASV_4625",0.000128433540734701
"ASV_4626",0.000128433540734701
"ASV_4627",0.000128433540734701
"ASV_4628",0
"ASV_4629",0
"ASV_4630",0.000128433540734701
"ASV_4631",0
"ASV_4632",0.000128433540734701
"ASV_4633",0.000128433540734701
"ASV_4634",0.000128433540734701
"ASV_4635",0.000128433540734701
"ASV_4636",0
"ASV_4637",0.000128433540734701
"ASV_4638",0
"ASV_4639",0.000128433540734701
"ASV_4640",0.000128433540734701
"ASV_4641",0.000128433540734701
"ASV_4642",0
"ASV_4643",0
"ASV_4644",0
"ASV_4645",0.000128433540734701
"ASV_4646",0.000128433540734701
"ASV_4647",0
"ASV_4648",0.000128433540734701
"ASV_4649",0
"ASV_4650",0.000128433540734701
"ASV_4651",0.000128433540734701
"ASV_4652",0.000128433540734701
"ASV_4653",0.000128433540734701
"ASV_4654",0
"ASV_4655",0
"ASV_4656",0
"ASV_4657",0.000107027950612251
"ASV_4658",0.000107027950612251
"ASV_4659",0
"ASV_4660",0
"ASV_4661",0.000107027950612251
"ASV_4662",0
"ASV_4663",0
"ASV_4664",0
"ASV_4665",0
"ASV_4666",0.000107027950612251
"ASV_4667",0
"ASV_4668",0
"ASV_4669",0.000107027950612251
"ASV_4670",0
"ASV_4671",0
"ASV_4672",0.000107027950612251
"ASV_4673",0
"ASV_4674",0
"ASV_4675",0
"ASV_4676",0
"ASV_4677",0.000107027950612251
"ASV_4678",0.000107027950612251
"ASV_4679",0
"ASV_4680",0.000107027950612251
"ASV_4681",0.000107027950612251
"ASV_4682",0
"ASV_4683",0
"ASV_4684",0.000107027950612251
"ASV_4685",0
"ASV_4686",0.000107027950612251
"ASV_4687",0
"ASV_4688",0
"ASV_4689",0
"ASV_4690",0.000107027950612251
"ASV_4691",0
"ASV_4692",0
"ASV_4693",0.000107027950612251
"ASV_4694",0
"ASV_4695",0
"ASV_4696",0
"ASV_4697",0
"ASV_4698",0
"ASV_4699",0
"ASV_4700",0
"ASV_4701",0
"ASV_4702",0.000107027950612251
"ASV_4703",0.000107027950612251
"ASV_4704",0.000107027950612251
"ASV_4705",0
"ASV_4706",0
"ASV_4707",0
"ASV_4708",0
"ASV_4709",0
"ASV_4710",0
"ASV_4711",0
"ASV_4712",0
"ASV_4713",0.000107027950612251
"ASV_4714",0
"ASV_4715",0.000107027950612251
"ASV_4716",0
"ASV_4717",0
"ASV_4718",0
"ASV_4719",0
"ASV_4720",0
"ASV_4721",0
"ASV_4722",0
"ASV_4723",0
"ASV_4724",0.000107027950612251
"ASV_4725",0
"ASV_4726",0.000107027950612251
"ASV_4727",0
"ASV_4728",0.000107027950612251
"ASV_4729",0.000107027950612251
"ASV_4730",0.000107027950612251
"ASV_4731",0
"ASV_4732",0.000107027950612251
"ASV_4733",0.000107027950612251
"ASV_4734",0.000107027950612251
"ASV_4735",0.000107027950612251
"ASV_4736",0.000107027950612251
"ASV_4737",0
"ASV_4738",0.000107027950612251
"ASV_4739",0.000107027950612251
"ASV_4740",0
"ASV_4741",0.000107027950612251
"ASV_4742",0.000107027950612251
"ASV_4743",0.000107027950612251
"ASV_4744",0.000107027950612251
"ASV_4745",0
"ASV_4746",0
"ASV_4747",0
"ASV_4748",0
"ASV_4749",0
"ASV_4750",0
"ASV_4751",0
"ASV_4752",0.000107027950612251
"ASV_4753",0.000107027950612251
"ASV_4754",0
"ASV_4755",0
"ASV_4756",0.000107027950612251
"ASV_4757",0
"ASV_4758",0.000107027950612251
"ASV_4759",0.000107027950612251
"ASV_4760",0.000107027950612251
"ASV_4761",0.000107027950612251
"ASV_4762",0.000107027950612251
"ASV_4763",0.000107027950612251
"ASV_4764",0
"ASV_4765",0.000107027950612251
"ASV_4766",0
"ASV_4767",0.000107027950612251
"ASV_4768",0
"ASV_4769",0.000107027950612251
"ASV_4770",0.000107027950612251
"ASV_4771",0
"ASV_4772",0.000107027950612251
"ASV_4773",0.000107027950612251
"ASV_4774",0.000107027950612251
"ASV_4775",0.000107027950612251
"ASV_4776",0.000107027950612251
"ASV_4777",0.000107027950612251
"ASV_4778",0
"ASV_4779",0.000107027950612251
"ASV_4780",0.000107027950612251
"ASV_4781",0
"ASV_4782",0
"ASV_4783",0
"ASV_4784",0
"ASV_4785",0.000107027950612251
"ASV_4786",0.000107027950612251
"ASV_4787",0.000107027950612251
"ASV_4788",0.000107027950612251
"ASV_4789",0.000107027950612251
"ASV_4790",0
"ASV_4791",0
"ASV_4792",0
"ASV_4793",0.000107027950612251
"ASV_4794",0.000107027950612251
"ASV_4795",0
"ASV_4796",0
"ASV_4797",0.000107027950612251
"ASV_4798",0.000107027950612251
"ASV_4799",0.000107027950612251
"ASV_4800",0
"ASV_4801",0.000107027950612251
"ASV_4802",0.000107027950612251
"ASV_4803",0.000107027950612251
"ASV_4804",0.000107027950612251
"ASV_4805",0.000107027950612251
"ASV_4806",0
"ASV_4807",0
"ASV_4808",0.000107027950612251
"ASV_4809",0.000107027950612251
"ASV_4810",0.000107027950612251
"ASV_4811",0
"ASV_4812",0
"ASV_4813",0.000107027950612251
"ASV_4814",0.000107027950612251
"ASV_4815",0.000107027950612251
"ASV_4816",0.000107027950612251
"ASV_4817",0
"ASV_4818",0
"ASV_4819",0.000107027950612251
"ASV_4820",0.000107027950612251
"ASV_4821",0.000107027950612251
"ASV_4822",0.000107027950612251
"ASV_4823",0.000107027950612251
"ASV_4824",0
"ASV_4825",0.000107027950612251
"ASV_4826",0
"ASV_4827",0.000107027950612251
"ASV_4828",0
"ASV_4829",0.000107027950612251
"ASV_4830",0.000107027950612251
"ASV_4831",0.000107027950612251
"ASV_4832",0
"ASV_4833",0
"ASV_4834",0
"ASV_4835",8.5622360489801e-05
"ASV_4836",8.5622360489801e-05
"ASV_4837",8.5622360489801e-05
"ASV_4838",8.5622360489801e-05
"ASV_4839",8.5622360489801e-05
"ASV_4840",8.5622360489801e-05
"ASV_4841",0
"ASV_4842",0
"ASV_4843",8.5622360489801e-05
"ASV_4844",8.5622360489801e-05
"ASV_4845",0
"ASV_4846",0
"ASV_4847",0
"ASV_4848",8.5622360489801e-05
"ASV_4849",0
"ASV_4850",0
"ASV_4851",8.5622360489801e-05
"ASV_4852",0
"ASV_4853",8.5622360489801e-05
"ASV_4854",0
"ASV_4855",0
"ASV_4856",8.5622360489801e-05
"ASV_4857",0
"ASV_4858",0
"ASV_4859",8.5622360489801e-05
"ASV_4860",8.5622360489801e-05
"ASV_4861",0
"ASV_4862",0
"ASV_4863",8.5622360489801e-05
"ASV_4864",0
"ASV_4865",0
"ASV_4866",0
"ASV_4867",8.5622360489801e-05
"ASV_4868",0
"ASV_4869",0
"ASV_4870",0
"ASV_4871",8.5622360489801e-05
"ASV_4872",0
"ASV_4873",8.5622360489801e-05
"ASV_4874",8.5622360489801e-05
"ASV_4875",4.33346512142506e-05
"ASV_4876",0
"ASV_4877",8.5622360489801e-05
"ASV_4878",8.5622360489801e-05
"ASV_4879",8.5622360489801e-05
"ASV_4880",8.5622360489801e-05
"ASV_4881",8.5622360489801e-05
"ASV_4882",0
"ASV_4883",8.5622360489801e-05
"ASV_4884",0
"ASV_4885",8.5622360489801e-05
"ASV_4886",8.5622360489801e-05
"ASV_4887",8.5622360489801e-05
"ASV_4888",0
"ASV_4889",0
"ASV_4890",0
"ASV_4891",0
"ASV_4892",0
"ASV_4893",0
"ASV_4894",8.5622360489801e-05
"ASV_4895",0
"ASV_4896",0
"ASV_4897",8.5622360489801e-05
"ASV_4898",0
"ASV_4899",0
"ASV_4900",0
"ASV_4901",0
"ASV_4902",0
"ASV_4903",0
"ASV_4904",0
"ASV_4905",0
"ASV_4906",0
"ASV_4907",0
"ASV_4908",0
"ASV_4909",0
"ASV_4910",0
"ASV_4911",0
"ASV_4912",0
"ASV_4913",8.5622360489801e-05
"ASV_4914",0
"ASV_4915",8.5622360489801e-05
"ASV_4916",0
"ASV_4917",0
"ASV_4918",8.5622360489801e-05
"ASV_4919",8.5622360489801e-05
"ASV_4920",8.5622360489801e-05
"ASV_4921",0
"ASV_4922",0
"ASV_4923",0
"ASV_4924",8.5622360489801e-05
"ASV_4925",8.5622360489801e-05
"ASV_4926",0
"ASV_4927",0
"ASV_4928",8.5622360489801e-05
"ASV_4929",0
"ASV_4930",8.5622360489801e-05
"ASV_4931",0
"ASV_4932",0
"ASV_4933",0
"ASV_4934",0
"ASV_4935",0
"ASV_4936",0
"ASV_4937",0
"ASV_4938",0
"ASV_4939",8.5622360489801e-05
"ASV_4940",8.5622360489801e-05
"ASV_4941",8.5622360489801e-05
"ASV_4942",0
"ASV_4943",8.5622360489801e-05
"ASV_4944",8.5622360489801e-05
"ASV_4945",0
"ASV_4946",8.5622360489801e-05
"ASV_4947",8.5622360489801e-05
"ASV_4948",0
"ASV_4949",8.5622360489801e-05
"ASV_4950",8.5622360489801e-05
"ASV_4951",8.5622360489801e-05
"ASV_4952",8.5622360489801e-05
"ASV_4953",8.5622360489801e-05
"ASV_4954",8.5622360489801e-05
"ASV_4955",8.5622360489801e-05
"ASV_4956",8.5622360489801e-05
"ASV_4957",8.5622360489801e-05
"ASV_4958",8.5622360489801e-05
"ASV_4959",0
"ASV_4960",0
"ASV_4961",8.5622360489801e-05
"ASV_4962",0
"ASV_4963",8.5622360489801e-05
"ASV_4964",8.5622360489801e-05
"ASV_4965",0
"ASV_4966",8.5622360489801e-05
"ASV_4967",0
"ASV_4968",8.5622360489801e-05
"ASV_4969",0
"ASV_4970",0
"ASV_4971",8.5622360489801e-05
"ASV_4972",8.5622360489801e-05
"ASV_4973",8.5622360489801e-05
"ASV_4974",0
"ASV_4975",8.5622360489801e-05
"ASV_4976",0
"ASV_4977",8.5622360489801e-05
"ASV_4978",8.5622360489801e-05
"ASV_4979",0
"ASV_4980",0
"ASV_4981",8.5622360489801e-05
"ASV_4982",0
"ASV_4983",0
"ASV_4984",0
"ASV_4985",0
"ASV_4986",0
"ASV_4987",0
"ASV_4988",0
"ASV_4989",0
"ASV_4990",0
"ASV_4991",8.5622360489801e-05
"ASV_4992",8.5622360489801e-05
"ASV_4993",8.5622360489801e-05
"ASV_4994",8.5622360489801e-05
"ASV_4995",0
"ASV_4996",8.5622360489801e-05
"ASV_4997",0
"ASV_4998",8.5622360489801e-05
"ASV_4999",0
"ASV_5000",8.5622360489801e-05
"ASV_5001",8.5622360489801e-05
"ASV_5002",8.5622360489801e-05
"ASV_5003",8.5622360489801e-05
"ASV_5004",8.5622360489801e-05
"ASV_5005",8.5622360489801e-05
"ASV_5006",0
"ASV_5007",0
"ASV_5008",8.5622360489801e-05
"ASV_5009",0
"ASV_5010",0
"ASV_5011",8.5622360489801e-05
"ASV_5012",0
"ASV_5013",8.5622360489801e-05
"ASV_5014",8.5622360489801e-05
"ASV_5015",8.5622360489801e-05
"ASV_5016",0
"ASV_5017",8.5622360489801e-05
"ASV_5018",0
"ASV_5019",0
"ASV_5020",0
"ASV_5021",0
"ASV_5022",0
"ASV_5023",8.5622360489801e-05
"ASV_5024",8.5622360489801e-05
"ASV_5025",0
"ASV_5026",8.5622360489801e-05
"ASV_5027",8.5622360489801e-05
"ASV_5028",8.5622360489801e-05
"ASV_5029",0
"ASV_5030",8.5622360489801e-05
"ASV_5031",0
"ASV_5032",8.5622360489801e-05
"ASV_5033",8.5622360489801e-05
"ASV_5034",0
"ASV_5035",8.5622360489801e-05
"ASV_5036",0
"ASV_5037",0
"ASV_5038",0
"ASV_5039",0
"ASV_5040",0
"ASV_5041",0
"ASV_5042",8.5622360489801e-05
"ASV_5043",8.5622360489801e-05
"ASV_5044",8.5622360489801e-05
"ASV_5045",8.5622360489801e-05
"ASV_5046",0
"ASV_5047",0
"ASV_5048",8.5622360489801e-05
"ASV_5049",0
"ASV_5050",8.5622360489801e-05
"ASV_5051",0
